Year,RCDTS,School Name,City,County,Title 1 Status,Student Attendance Rate,Student Mobility Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,School Type,Teacher Retention Rate
2019,070161220022002,Ernest F Kolb Elem School,Oak Lawn,Cook,Schoolwide Title I Program,94.4,13.3,5.5,,ELEMENTARY,85
2019,070161220022003,Harnew Elem School,Oak Lawn,Cook,Schoolwide Title I Program,94.4,4.9,6,,ELEMENTARY,85.4
2019,070161220022004,George W Lieb Elem School,Bridgeview,Cook,Schoolwide Title I Program,95,4.9,7.3,,ELEMENTARY,81.9
2019,070161230021001,Oak Lawn-Hometown Middle Sch,Oak Lawn,Cook,Schoolwide Title I Program,94.5,5.6,1.1,,MIDDLE SCHL,93.1
2019,070161230022003,J Covington Elem School,Oak Lawn,Cook,Schoolwide Title I Program,95.2,6.7,1.3,,ELEMENTARY,90.9
2019,070161230022006,J M Hannum Elem School,Oak Lawn,Cook,Schoolwide Title I Program,95.2,6.7,1.1,,ELEMENTARY,89.9
2019,070161230022007,Hometown Elem School,Hometown,Cook,Schoolwide Title I Program,94.8,4.1,0.4,,ELEMENTARY,88.4
2019,070161230022008,Kolmar Avenue Elem School,Oak Lawn,Cook,"Eligible, but Not a Participant in Title I Program",95.5,3.5,1.1,,ELEMENTARY,79.4
2019,070161230022010,Sward Elem School,Oak Lawn,Cook,"Eligible, but Not a Participant in Title I Program",95.3,4.9,0.5,,ELEMENTARY,92.4
2019,070161240021001,Central Middle School,Evergreen Park,Cook,Schoolwide Title I Program,94.3,4.1,0.5,,MIDDLE SCHL,85
2019,070161240022002,Northeast Elem School,Evergreen Park,Cook,Schoolwide Title I Program,95.7,6.2,4.7,,ELEMENTARY,88.9
2019,070161240022003,Northwest School,Evergreen Park,Cook,Schoolwide Title I Program,94.9,3.5,0,,ELEMENTARY,84.6
2019,070161240022004,Southeast Elem School,Evergreen Park,Cook,Schoolwide Title I Program,94.7,6.3,0.4,,ELEMENTARY,90.1
2019,070161240022005,Southwest Elem School,Evergreen Park,Cook,,95.4,3.4,0.4,,ELEMENTARY,83.1
2019,070161250021001,Hamlin Upper Grade Center,Alsip,Cook,Schoolwide Title I Program,95.9,4.9,21.8,,MIDDLE SCHL,89.4
2019,070161250022003,Lawn Manor School,Oak Lawn,Cook,Schoolwide Title I Program,93.9,3,0.8,,ELEMENTARY,95.2
2019,070161250022004,Meadow Lane School,Merrionette Park,Cook,Schoolwide Title I Program,94.5,6.8,2.6,,ELEMENTARY,90
2019,070161260021005,Prairie Jr High School,Alsip,Cook,Schoolwide Title I Program,94.5,3.9,0,,MIDDLE SCHL,95.3
2019,070161260022001,Hazelgreen Elem School,Alsip,Cook,Schoolwide Title I Program,94.9,3.6,0,,ELEMENTARY,90.3
2019,070161260022002,Lane Elem School,Alsip,Cook,Schoolwide Title I Program,93.9,5.8,0.5,,ELEMENTARY,86.2
2019,070161260022004,Stony Creek Elem School,Alsip,Cook,Schoolwide Title I Program,95.2,4.9,0,,ELEMENTARY,84.2
2019,070161270021005,Worth Jr High School,Worth,Cook,Targeted Assistance Title I Program,91.8,3.9,0.3,,MIDDLE SCHL,89.2
2019,070161270022001,Worth Elem School,Worth,Cook,Targeted Assistance Title I Program,94.8,6.8,0,,ELEMENTARY,83.6
2019,070161270022004,Worthwoods Elem School,Worth,Cook,Targeted Assistance Title I Program,93.1,5.6,0,,ELEMENTARY,88.4
2019,070161270023001,Worthridge School,Worth,Cook,Targeted Assistance Title I Program,,,,,PreK,66.7
2019,070161275021001,Elden D Finley Jr High School,Chicago Ridge,Cook,Schoolwide Title I Program,94.2,7.7,7.8,,MIDDLE SCHL,87.1
2019,070161275022003,Ridge Central Elem School,Chicago Ridge,Cook,Schoolwide Title I Program,94.2,9.2,0.5,,ELEMENTARY,88.9
2019,070161275022004,Ridge Lawn Elementary School,Chicago Ridge,Cook,Schoolwide Title I Program,94.9,12.4,1.8,,ELEMENTARY,91.4
2019,070161280021003,Independence Jr High School,Palos Heights,Cook,"Eligible, but Not a Participant in Title I Program",95,4.5,0,,MIDDLE SCHL,89.1
2019,070161280022002,Chippewa Elem School,Palos Heights,Cook,Targeted Assistance Title I Program,95,2.6,0,,ELEMENTARY,81.4
2019,070161280022005,Navajo Heights Elem School,Palos Heights,Cook,Targeted Assistance Title I Program,94.7,1.3,0,,ELEMENTARY,75
2019,070161280022006,Indian Hill,Palos Heights,Cook,Targeted Assistance Title I Program,,1.3,,,ELEMENTARY,86.7
2019,070161300021001,Everett F Kerr Middle School,Blue Island,Cook,Schoolwide Title I Program,94.4,8.2,14.9,,MIDDLE SCHL,81.3
2019,070161300021002,Nathan Hale Middle School,Crestwood,Cook,Schoolwide Title I Program,95.1,4.7,14.5,,MIDDLE SCHL,76.8
2019,070161300021003,Veterans Memorial Middle Sch,Blue Island,Cook,Schoolwide Title I Program,95.3,4.2,12.7,,MIDDLE SCHL,83.3
2019,070161300022004,Nathan Hale Intermediate,Crestwood,Cook,Schoolwide Title I Program,95.7,3.3,11,,ELEMENTARY,50
2019,070161300022008,Paul Revere Intermediate School,Blue Island,Cook,Schoolwide Title I Program,95.3,6.5,11,,ELEMENTARY,75.7
2019,070161300022010,Whittier Elementary School,Blue Island,Cook,Schoolwide Title I Program,95.2,7.5,23.2,,ELEMENTARY,77.1
2019,070161300022011,Lincoln Elem School,Blue Island,Cook,Schoolwide Title I Program,94.9,8.7,18.9,,ELEMENTARY,82.1
2019,070161300022012,Nathan Hale Primary School,Crestwood,Cook,Schoolwide Title I Program,94.8,8.3,12.4,,ELEMENTARY,72.5
2019,070161300022018,Paul Revere Primary School,Blue Island,Cook,Schoolwide Title I Program,94.9,5.8,16.8,,ELEMENTARY,81.8
2019,070161300022019,George Washington Elementary Sch,Alsip,Cook,Schoolwide Title I Program,95.1,11.3,34.5,,ELEMENTARY,92.3
2019,070161300023001,Horace Mann School,Blue Island,Cook,,,,,,PreK,86.5
2019,070161320022001,Burr Oak Elem School,Calumet Park,Cook,Schoolwide Title I Program,93.8,10.3,0,,ELEMENTARY,74.6
2019,070161320022002,Calumet Elem School,Calumet Park,Cook,Schoolwide Title I Program,94.6,10.4,0.4,,ELEMENTARY,66.7
2019,070161320022003,Burr Oak Academy,Calumet Park,Cook,Schoolwide Title I Program,91.8,11.5,0,,ELEMENTARY,75
2019,070161330022001,Gen George Patton Elem School,Riverdale,Cook,Schoolwide Title I Program,92,19.9,64.6,,ELEMENTARY,85.2
2019,070161350021004,Orland Jr High School,Orland Park,Cook,,96,3.5,3.1,,MIDDLE SCHL,90.7
2019,070161350021005,Jerling Junior High School,Orland Park,Cook,Targeted Assistance Title I Program,94.9,3.8,2.2,,MIDDLE SCHL,92.7
2019,070161350021006,Century Junior High School,Orland Park,Cook,,95.3,2.5,3.7,,MIDDLE SCHL,96.3
2019,070161350022001,High Point Elem School,Orland Park,Cook,Targeted Assistance Title I Program,96.2,1.6,3.3,,ELEMENTARY,90.4
2019,070161350022002,Orland Park Elem School,Orland Park,Cook,Targeted Assistance Title I Program,95.2,5.6,3.5,,ELEMENTARY,97
2019,070161350022007,Prairie Elem School,Orland Park,Cook,Targeted Assistance Title I Program,95.4,3.5,4.8,,ELEMENTARY,92.6
2019,070161350022008,Liberty Elem School,Orland Park,Cook,Targeted Assistance Title I Program,98.9,2.9,3,,ELEMENTARY,72.9
2019,070161350022010,Orland Center School,Orland Park,Cook,,95.9,4.4,3,,ELEMENTARY,87.5
2019,070161350022012,Centennial School,Orland Park,Cook,,95.6,1.9,6,,ELEMENTARY,92.9
2019,070161350022013,Meadow Ridge School,Orland Park,Cook,,97.5,4.3,5.7,,ELEMENTARY,89.1
2019,070161400021003,Virgil I Grissom Middle School,Tinley Park,Cook,"Eligible, but Not a Participant in Title I Program",95.8,3.4,2,,MIDDLE SCHL,90.8
2019,070161400021004,Prairie View Middle School,Tinley Park,Cook,,95.9,3.4,1.9,,MIDDLE SCHL,89.6
2019,070161400022001,Fernway Park Elem School,Orland Park,Cook,Targeted Assistance Title I Program,94.7,5.6,0.3,,ELEMENTARY,76.8
2019,070161400022004,Helen Keller Elem School,Tinley Park,Cook,Targeted Assistance Title I Program,95.9,4.3,0.7,,ELEMENTARY,89.4
2019,070161400022005,John A Bannes Elem School,Tinley Park,Cook,,96.4,2.3,0.3,,ELEMENTARY,86.7
2019,070161400022006,Christa McAuliffe School,Tinley Park,Cook,Targeted Assistance Title I Program,96.3,3.4,0,,ELEMENTARY,82.2
2019,070161400022007,Millennium Elem School,Tinley Park,Cook,,96.9,2.5,0,,ELEMENTARY,88.7
2019,070161420021001,Jack Hille Middle School,Oak Forest,Cook,Schoolwide Title I Program,95,4.1,1.2,,MIDDLE SCHL,86.1
2019,070161420022002,Ridge Early Childhood Center,Oak Forest,Cook,Schoolwide Title I Program,,4.9,,,ELEMENTARY,97.9
2019,070161420022003,Lee R Foster Elem School,Oak Forest,Cook,Schoolwide Title I Program,94.2,3.2,0.7,,ELEMENTARY,80.3
2019,070161420022004,Kerkstra Elem School,Oak Forest,Cook,Schoolwide Title I Program,94.3,4.4,1.5,,ELEMENTARY,77.6
2019,070161430022001,Central Park Elem School,Midlothian,Cook,Schoolwide Title I Program,94.7,11,0.3,,ELEMENTARY,82.3
2019,070161430022002,Kolmar Elem School,Midlothian,Cook,Schoolwide Title I Program,94.5,10.1,4.3,,ELEMENTARY,86
2019,070161430022004,Springfield Elem School,Midlothian,Cook,Schoolwide Title I Program,94.6,10.1,3.7,,ELEMENTARY,79
2019,070161430022005,Spaulding School,Midlothian,Cook,Schoolwide Title I Program,93.4,5.3,0,,ELEMENTARY,82.4
2019,070161435021003,Kellar School,Robbins,Cook,Schoolwide Title I Program,94.2,9.6,0,,MIDDLE SCHL,71.9
2019,070161435022001,Childs Elem School,Robbins,Cook,Schoolwide Title I Program,92,18.3,0,,ELEMENTARY,79.2
2019,070161435022006,Posen Elem School,Posen,Cook,Schoolwide Title I Program,94,10.6,0,,ELEMENTARY,75.8
2019,070161435022007,Turner Elem School,Robbins,Cook,Schoolwide Title I Program,94.4,16.2,0,,ELEMENTARY,88.6
2019,070161435022010,Gordon School,Posen,Cook,Schoolwide Title I Program,94.6,11.6,0,,ELEMENTARY,87.1
2019,070161440021002,Prairie-Hills Junior High School,Markham,Cook,Schoolwide Title I Program,92.7,11.6,38.4,,MIDDLE SCHL,76.2
2019,070161440022003,Fieldcrest Elem School,Oak Forest,Cook,Schoolwide Title I Program,93.7,17.2,5.2,,ELEMENTARY,84.8
2019,070161440022004,Highlands Elem School,Hazel Crest,Cook,Schoolwide Title I Program,94.1,12.2,6.6,,ELEMENTARY,88
2019,070161440022005,Markham Park Elem School,Markham,Cook,Schoolwide Title I Program,92.7,15.7,41.1,,ELEMENTARY,83.7
2019,070161440022007,Nob Hill Elem School,Country Club Hills,Cook,Schoolwide Title I Program,93.4,14.4,7.9,,ELEMENTARY,68.4
2019,070161440022009,Chateaux School,Hazel Crest,Cook,Schoolwide Title I Program,94.7,12.8,30.3,,ELEMENTARY,77.8
2019,070161440022010,Mae Jemison School,Hazel Crest,Cook,Schoolwide Title I Program,93.4,14.8,28.2,,ELEMENTARY,77.8
2019,070161450021001,Arbor Park Middle School,Oak Forest,Cook,"Eligible, but Not a Participant in Title I Program",94.8,7.6,4.8,,MIDDLE SCHL,85.8
2019,070161450022002,Kimberly Heights Elem School,Tinley Park,Cook,"Eligible, but Not a Participant in Title I Program",,13.4,,,ELEMENTARY,82.4
2019,070161450022003,Scarlet Oak Elem School,Oak Forest,Cook,Targeted Assistance Title I Program,95.4,7.1,3.5,,ELEMENTARY,80.4
2019,070161450022004,Morton Gingerwood Elem School,Oak Forest,Cook,Targeted Assistance Title I Program,94.9,8.2,0.9,,ELEMENTARY,79.2
2019,070161460041001,Central Middle School,Tinley Park,Cook,Schoolwide Title I Program,94.4,4,2.8,,MIDDLE SCHL,85.8
2019,070161460042002,Bert H Fulton School,Tinley Park,Cook,Schoolwide Title I Program,95.4,7.9,0,,ELEMENTARY,90.1
2019,070161460042003,Memorial Elem School,Tinley Park,Cook,,94.8,6.3,0,,ELEMENTARY,89.3
2019,070161460042005,Walter F Fierke Ed Center,Oak Forest,Cook,,95.5,3.4,0,,ELEMENTARY,88.5
2019,070161460042006,Arnold W Kruse Ed Center,Orland Park,Cook,,95.1,3.9,0,,ELEMENTARY,81.5
2019,070161470021001,Rosa L Parks Middle School,Dixmoor,Cook,Schoolwide Title I Program,86.7,13.2,0,,MIDDLE SCHL,78.2
2019,070161470022004,Lincoln Elem School,Dixmoor,Cook,Schoolwide Title I Program,100,12.3,0,,ELEMENTARY,63
2019,070161470022007,Martin L King Elem School,Dixmoor,Cook,Schoolwide Title I Program,92.8,17.2,0,,ELEMENTARY,65.9
2019,070161480021002,Roosevelt Junior High School,Dolton,Cook,Schoolwide Title I Program,91.7,15.4,0,,MIDDLE SCHL,82.5
2019,070161480021003,Lincoln Junior High School,Dolton,Cook,Schoolwide Title I Program,92.4,17.7,0.5,,MIDDLE SCHL,56.8
2019,070161480021004,Washington Junior High,Riverdale,Cook,Schoolwide Title I Program,91.3,20.3,0,,MIDDLE SCHL,71.4
2019,070161480022002,Riverdale School,Riverdale,Cook,Schoolwide Title I Program,92.6,18.6,0,,ELEMENTARY,82.7
2019,070161480022003,Lincoln Elementary School,Dolton,Cook,Schoolwide Title I Program,93.4,20.9,0.3,,ELEMENTARY,72.2
2019,070161480022005,Roosevelt Elem School,Dolton,Cook,Schoolwide Title I Program,93,18.7,0,,ELEMENTARY,76.8
2019,070161480022006,Washington Elem School,Riverdale,Cook,Schoolwide Title I Program,90.8,24.6,1.1,,ELEMENTARY,65.6
2019,070161480022007,Franklin Elementary School,Dolton,Cook,Schoolwide Title I Program,91.8,22.5,0,,ELEMENTARY,76.6
2019,070161480022010,Park Elementary School,Riverdale,Cook,Schoolwide Title I Program,91.9,21.5,0,,ELEMENTARY,87.9
2019,070161480023002,Early Childhood Cntr,Dolton,Cook,Schoolwide Title I Program,,,,,PreK,92.9
2019,070161490021004,S T E M Academy,Calumet City,Cook,Schoolwide Title I Program,95.4,10.3,7.3,,MIDDLE SCHL,81.3
2019,070161490021005,Creative Communications Acad,Calumet City,Cook,Schoolwide Title I Program,95.9,14.2,16.6,,MIDDLE SCHL,92.6
2019,070161490021006,School of Fine Arts,Calumet City,Cook,Schoolwide Title I Program,94.3,11.9,12.8,,MIDDLE SCHL,69
2019,070161490022002,Diekman Elem School,Dolton,Cook,Schoolwide Title I Program,94.5,16.2,43.7,,ELEMENTARY,90.5
2019,070161490022005,Caroline Sibley Elem School,Calumet City,Cook,Schoolwide Title I Program,94.2,21.5,17.7,,ELEMENTARY,84.8
2019,070161490022006,Berger-Vandenberg Elem School,Dolton,Cook,Schoolwide Title I Program,94,24.6,13.1,,ELEMENTARY,85.7
2019,070161490022009,Carol Moseley Braun School,Calumet City,Cook,Schoolwide Title I Program,94.1,12.9,0.6,,ELEMENTARY,87
2019,070161490022010,New Beginnings Learning Academy,South Holland,Cook,Schoolwide Title I Program,93.4,15.5,17.7,,ELEMENTARY,80
2019,070161500021005,McKinley Jr High School,South Holland,Cook,Schoolwide Title I Program,95.8,9.8,13,,MIDDLE SCHL,74.2
2019,070161500022001,Greenwood Elem School,South Holland,Cook,Schoolwide Title I Program,93.9,9.9,0,,ELEMENTARY,81.3
2019,070161500022002,McKinley Elem School,South Holland,Cook,Schoolwide Title I Program,95.8,10,0,,ELEMENTARY,69.2
2019,070161510021001,Coolidge Middle School,Phoenix,Cook,Schoolwide Title I Program,93.2,9.8,33.9,,MIDDLE SCHL,91.7
2019,070161510022002,Eisenhower School,South Holland,Cook,Schoolwide Title I Program,93.6,9.3,31.7,,ELEMENTARY,91.5
2019,070161510022004,Madison School,South Holland,Cook,Schoolwide Title I Program,93.6,11.6,37.2,,ELEMENTARY,81.8
2019,070161510022006,Taft School,Harvey,Cook,Schoolwide Title I Program,92.8,10.6,44.5,,ELEMENTARY,72.2
2019,070161520021001,Brooks Middle School,Harvey,Cook,Schoolwide Title I Program,92.8,14.4,35.2,,MIDDLE SCHL,83.3
2019,070161520022001,Bryant Elem School,Harvey,Cook,Schoolwide Title I Program,92.4,16.8,49.1,,ELEMENTARY,86.2
2019,070161520022002,Maya Angelou Elem Sch,Harvey,Cook,Schoolwide Title I Program,92.7,19,41.6,,ELEMENTARY,86.7
2019,070161520022004,Holmes Elem School,Harvey,Cook,Schoolwide Title I Program,92.6,12.8,16.7,,ELEMENTARY,85.5
2019,070161520022008,Whittier Elem School,Harvey,Cook,Schoolwide Title I Program,91.5,19,54.5,,ELEMENTARY,72.1
2019,070161520023001,Riley Preschool,Harvey,Cook,"Eligible, but Not a Participant in Title I Program",,,,,PreK,85.7
2019,070161525022001,Barack H Obama Learning Academy,Markham,Cook,Schoolwide Title I Program,93.5,16.9,57.2,,ELEMENTARY,61.2
2019,070161525022005,Jesse C White Learning Academy,Hazel Crest,Cook,Schoolwide Title I Program,94,17.9,53.1,,ELEMENTARY,74.1
2019,070161530021003,James Hart School,Homewood,Cook,Schoolwide Title I Program,94,4.8,6.6,,MIDDLE SCHL,91.6
2019,070161530022002,Winston Churchill School,Homewood,Cook,Schoolwide Title I Program,94.8,5,5,,ELEMENTARY,81.9
2019,070161530022005,Willow School,Homewood,Cook,Schoolwide Title I Program,94.6,3.9,5.8,,ELEMENTARY,89.2
2019,070161540022002,Wolcott School,Thornton,Cook,Targeted Assistance Title I Program,98.7,7.3,0,,ELEMENTARY,85.2
2019,070161545022001,Burnham Elem School,Burnham,Cook,Schoolwide Title I Program,95.5,8.5,17.4,,ELEMENTARY,92.1
2019,070161550021001,Wentworth Jr High School,Calumet City,Cook,Schoolwide Title I Program,93.3,11.1,0,,MIDDLE SCHL,87.3
2019,070161550022002,Wilson Elementary School,Calumet City,Cook,Schoolwide Title I Program,92.2,12.9,0,,ELEMENTARY,91.3
2019,070161550022004,Wentworth Intermediate School,Calumet City,Cook,Schoolwide Title I Program,92.8,9.4,0,,ELEMENTARY,90
2019,070161560022001,Lincoln Elem School,Calumet City,Cook,Schoolwide Title I Program,93.8,14.2,0.8,,ELEMENTARY,91
2019,070161570021001,Schrum Memorial School,Calumet City,Cook,Schoolwide Title I Program,98.9,9.9,0,,MIDDLE SCHL,89.5
2019,070161570022001,Hoover Elem School,Calumet City,Cook,Schoolwide Title I Program,93.9,13.5,0,,ELEMENTARY,87.9
2019,070161580021004,Memorial Jr High School,Lansing,Cook,Schoolwide Title I Program,93.3,8.3,40.1,,MIDDLE SCHL,90.3
2019,070161580022001,Coolidge Elementary School,Lansing,Cook,Schoolwide Title I Program,95,8.9,37.2,,ELEMENTARY,88.1
2019,070161580022005,Oak Glen Elem School,Lansing,Cook,Schoolwide Title I Program,94.5,7.4,1.1,,ELEMENTARY,87.7
2019,070161580022006,Reavis Elem School,Lansing,Cook,Schoolwide Title I Program,93.1,11.3,2.2,,ELEMENTARY,89.9
2019,070161580023001,Lester Crawl Primary Ctr,Lansing,Cook,Schoolwide Title I Program,,0,,,,81.8
2019,070161590021001,Colin Powell Middle Sch,Matteson,Cook,Targeted Assistance Title I Program,95.2,9.1,15.6,,MIDDLE SCHL,91.7
2019,070161590022002,Sieden Prairie Elementary School,Matteson,Cook,Targeted Assistance Title I Program,95.5,9.3,11.9,,ELEMENTARY,77.4
2019,070161590022004,Neil Armstrong Elem School,Richton Park,Cook,Targeted Assistance Title I Program,94.8,8.4,18.1,,ELEMENTARY,84.7
2019,070161590022005,Woodgate Elem School,Matteson,Cook,Targeted Assistance Title I Program,94.9,11.9,29.5,,ELEMENTARY,83.1
2019,070161590022006,Marya Yates Elementary School,Matteson,Cook,Targeted Assistance Title I Program,96,10.6,22.2,,ELEMENTARY,77.6
2019,070161600021001,Southwood Middle School,Country Club Hills,Cook,Schoolwide Title I Program,92.4,13.2,29.6,,MIDDLE SCHL,59
2019,070161600022003,Zenon J Sykuta  School,Country Club Hills,Cook,Schoolwide Title I Program,91.2,19.7,44.1,,ELEMENTARY,78
2019,070161600022004,Meadowview  School,Country Club Hills,Cook,Schoolwide Title I Program,93,14.6,56.2,,ELEMENTARY,66.7
2019,070161610021003,Parker Junior High School,Flossmoor,Cook,Schoolwide Title I Program,95.7,4.4,8.7,,MIDDLE SCHL,84.2
2019,070161610022001,Flossmoor Hills Elem School,Flossmoor,Cook,Schoolwide Title I Program,95.4,3.5,9.7,,ELEMENTARY,85.7
2019,070161610022002,Heather Hill Elem School,Flossmoor,Cook,Schoolwide Title I Program,94.9,10.7,14.5,,ELEMENTARY,74.1
2019,070161610022006,Serena Hills Elem School,Chicago Heights,Cook,Schoolwide Title I Program,95.7,7.1,12.2,,ELEMENTARY,89.2
2019,070161610022007,Western Avenue Elem School,Flossmoor,Cook,,95.8,5.6,7.9,,ELEMENTARY,84.3
2019,070161620021004,O W Huth Middle School,Matteson,Cook,Schoolwide Title I Program,93.8,10.5,0.9,,MIDDLE SCHL,77.9
2019,070161620022001,Arcadia Elem School,Olympia Fields,Cook,Schoolwide Title I Program,93.8,8.8,0.3,,ELEMENTARY,91.8
2019,070161620022003,Indiana Elem School,Park Forest,Cook,Schoolwide Title I Program,96.3,12.7,0,,ELEMENTARY,83.3
2019,070161620022005,Matteson Elem School,Matteson,Cook,Schoolwide Title I Program,92.7,13.2,0,,ELEMENTARY,83.5
2019,070161620022008,Sauk Elem School,Richton Park,Cook,Schoolwide Title I Program,94.4,13.2,0,,ELEMENTARY,68.8
2019,070161620022009,Illinois School,Park Forest,Cook,Schoolwide Title I Program,95.8,8,0,,ELEMENTARY,78.9
2019,070161620022010,Richton Square School,Richton Park,Cook,"Eligible, but Not a Participant in Title I Program",,,,,ELEMENTARY,64.1
2019,070161630021010,Michelle Obama Sch of Technology and the Arts,Park Forest,Cook,Schoolwide Title I Program,94,7,25.5,,MIDDLE SCHL,71
2019,070161630022002,Barack Obama Sch of Leadership and STEM,Chicago Heights,Cook,Schoolwide Title I Program,90.4,21.8,52.4,,ELEMENTARY,72.3
2019,070161630022003,Blackhawk Primary Center,Park Forest,Cook,Schoolwide Title I Program,92.4,13.1,42,,ELEMENTARY,68.2
2019,070161630022007,Mohawk Primary Center,Park Forest,Cook,Schoolwide Title I Program,92.1,15.2,38.4,,ELEMENTARY,63.5
2019,070161630022008,21st Century Primary Center,Park Forest,Cook,Schoolwide Title I Program,93.2,26.2,46.2,,ELEMENTARY,80
2019,070161630023001,Algonquin Primary Center,Park Forest,Cook,Schoolwide Title I Program,,,,,PreK,75
2019,070161670021002,Brookwood Jr High School,Glenwood,Cook,Schoolwide Title I Program,93.6,8.5,0.4,,MIDDLE SCHL,73.1
2019,070161670022001,Brookwood Middle School,Glenwood,Cook,Schoolwide Title I Program,93.4,7.3,0,,ELEMENTARY,65.5
2019,070161670022003,Longwood Elem School,Glenwood,Cook,Schoolwide Title I Program,93.6,4.8,0,,ELEMENTARY,86.3
2019,070161670022004,Hickory Bend Elem School,Glenwood,Cook,Schoolwide Title I Program,94.3,6.3,0,,ELEMENTARY,89.2
2019,070161680041003,Rickover Jr High School,Sauk Village,Cook,Schoolwide Title I Program,88.6,15.9,3.3,,MIDDLE SCHL,81.9
2019,070161680042001,Strassburg Elem,Sauk Village,Cook,Schoolwide Title I Program,94.4,20,19.1,,ELEMENTARY,75.8
2019,070161680042002,Wagoner Elem,Sauk Village,Cook,Schoolwide Title I Program,90.5,21.5,56,,ELEMENTARY,87.2
2019,070161690021001,Cottage Grove Upper Grade Center,Ford Heights,Cook,Schoolwide Title I Program,92.5,11.9,1.2,,MIDDLE SCHL,80
2019,070161690022002,Medgar Evers Primary Academic Center,Ford Heights,Cook,Schoolwide Title I Program,92.2,12.9,0,,ELEMENTARY,87.8
2019,070161700022001,Washington-McKinley Elem Sch,Chicago Heights,Cook,Schoolwide Title I Program,99.2,10.3,0,,ELEMENTARY,79.4
2019,070161700022002,Roosevelt Elem School,Chicago Heights,Cook,Schoolwide Title I Program,93.1,7.3,21.4,,ELEMENTARY,80.2
2019,070161700022005,Wilson Elem School,Chicago Heights,Cook,Schoolwide Title I Program,96.5,17.5,0.7,,ELEMENTARY,85.5
2019,070161700022007,Garfield Elem School,Chicago Heights,Cook,Schoolwide Title I Program,92.2,11.1,33,,ELEMENTARY,83.5
2019,070161700022008,U S Grant Elem School,South Chicago Heights,Cook,Schoolwide Title I Program,98.3,10.6,2,,ELEMENTARY,89.8
2019,070161700022009,Greenbriar Elem School,Chicago Heights,Cook,Schoolwide Title I Program,94.5,5.3,5.2,,ELEMENTARY,90
2019,070161700022011,Jefferson Elem School,Chicago Heights,Cook,Schoolwide Title I Program,98.8,8.2,1.1,,ELEMENTARY,81
2019,070161700022012,Kennedy Elem School,Chicago Heights,Cook,Schoolwide Title I Program,95.1,16,10,,ELEMENTARY,82.5
2019,070161700022013,Lincoln Elem School,Chicago Heights,Cook,Schoolwide Title I Program,91.8,18.5,6.5,,ELEMENTARY,93.3
2019,070161710021001,Heritage Middle School,Lansing,Cook,Schoolwide Title I Program,94.7,9.8,1.1,,MIDDLE SCHL,80.2
2019,070161710022001,Nathan Hale Elem School,Lansing,Cook,Schoolwide Title I Program,94.4,11,0.5,,ELEMENTARY,84
2019,070161720022001,Sandridge Elem School,Lynwood,Cook,Schoolwide Title I Program,93.1,14.2,29.9,,ELEMENTARY,77.5
2019,070161940021001,Columbia Central School,Steger,Cook,"Eligible, but Not a Participant in Title I Program",93.1,8.8,12.3,,MIDDLE SCHL,86.8
2019,070161940022002,Steger Intermediate Center,Steger,Cook,Schoolwide Title I Program,93.6,9.2,9.8,,ELEMENTARY,91
2019,070161940022005,Steger Primary Center,South Chicago Heights,Cook,Schoolwide Title I Program,92.9,11.7,14.1,,ELEMENTARY,84.8
2019,070162050170001,Thornton Township High School,Harvey,Cook,Schoolwide Title I Program,93.4,20.4,1.4,12.7,HIGH SCHOOL,84.5
2019,070162050170002,Thornridge High School,Dolton,Cook,Schoolwide Title I Program,94.7,23.2,2.1,11.2,HIGH SCHOOL,85.8
2019,070162050170003,Thornwood High School,South Holland,Cook,Schoolwide Title I Program,94.9,15.5,0.4,6.3,HIGH SCHOOL,90.5
2019,070162060170001,Bloom High School,Chicago Heights,Cook,Schoolwide Title I Program,89.8,19.4,46.2,4.6,HIGH SCHOOL,91.1
2019,070162060170002,Bloom Trail High School,Chicago Heights,Cook,Schoolwide Title I Program,88.7,25.6,43.7,6.9,HIGH SCHOOL,87.3
2019,070162100170001,Lemont Twp High School,Lemont,Cook,Targeted Assistance Title I Program,94.3,1.9,2.5,0.9,HIGH SCHOOL,96.1
2019,070162150170001,Thornton Fractnl No High School,Calumet City,Cook,Schoolwide Title I Program,94.6,7.9,11.2,5.4,HIGH SCHOOL,89.4
2019,070162150170002,Thornton Fractnl So High School,Lansing,Cook,Schoolwide Title I Program,95.2,6.2,2.8,3.7,HIGH SCHOOL,94.4
2019,070162150170003,Center for Science & Technology,Calumet City,Cook,,84.6,100,100,28.6,,
2019,070162170160001,Argo Community High School,Summit,Cook,Schoolwide Title I Program,93.6,7.9,7.7,3.1,HIGH SCHOOL,95.2
2019,070162180160001,DD Eisenhower High Sch (Campus),Blue Island,Cook,Schoolwide Title I Program,92.3,9.6,14.2,4.6,HIGH SCHOOL,91.9
2019,070162180160004,H L Richards High Sch(Campus),Oak Lawn,Cook,Schoolwide Title I Program,92.9,7.8,10,2.8,HIGH SCHOOL,92.5
2019,070162180160007,A B Shepard High Sch (Campus),Palos Heights,Cook,Schoolwide Title I Program,93.1,9.1,9,2.7,HIGH SCHOOL,94.4
2019,070162200170001,Reavis High School,Burbank,Cook,Schoolwide Title I Program,95.4,5.6,5.4,1.8,HIGH SCHOOL,92.3
